CHR Start Stop Strand
18 57704803 57705096 +1
18 692324 692626 +1
18 9480440 9480732 +1
19 10711161 10711470 -1
19 15262426 15262752 +1
19 37538275 37538606 -1
19 8479772 8480072 -1
2 229891138 229891439 +1
2 23984908 23985237 -1
2 26117332 26117649 +1
2 62003855 62004156 +1
2 73529039 73529343 -1
20 2951858 2952138 +1
20 47504522 47504817 +1
22 38502129 38502428 +1
3 196423880 196424190 -1
3 33513983 33514286 -1
3 45615495 45615766 +1
4 2729680 2729903 -1
5 132915972 132916266 +1
5 134748264 134748549 +1
5 171399252 171399531 -1
5 179674930 179675223 -1
5 81463758 81464068 -1
6 104763767 104764067 +1
6 43538139 43538443 -1
6 73075760 73076023 +1
9 109061067 109061332 +1
9 112105984 112106272 -1
9 114620254 114620548 -1
9 3448531 3448819 -1
 "X" 134843915 134844194 -1
1 155617702 155617997 +1
1 176152450 176152738 -1
1 185055405 185055720 -1
1 202563789 202564063 +1
1 45610756 45611017 -1
1 45694894 45695112 -1
1 51873906 51874160 +1
1 52339291 52339589 -1
1 63422673 63422985 +1
10 119063803 119064084 +1
10 21845356 21845636 -1
10 29459808 29460102 +1
10 5870404 5870684 -1
10 91803368 91803630 +1
10 97631651 97631968 +1
11 83178513 83178827 +1
11 9942083 9942352 -1
12 110447886 110448179 -1
12 118369879 118370172 -1
12 120817007 120817300 +1
12 53394570 53394912 -1
13 113300198 113300516 +1
14 31095420 31095718 -1
14 34582545 34582842 -1
14 35291212 35291519 -1
14 45004928 45005212 -1
14 73003455 73003722 +1
15 74505058 74505251 -1
15 90997986 90998221 -1
16 11789257 11789553 -1
16 31452980 31453289 -1
16 81504360 81504671 +1
17 19832261 19832562 -1
17 39254070 39254345 -1
17 51190798 51191098 +1
17 51226229 51226528 +1
17 64644765 64645026 +1
17 65038420 65038726 -1
17 7596820 7597106 +1
19 14003913 14004199 -1
19 2421278 2421586 -1
2 101297348 101297646 -1
2 196863650 196863876 -1
2 201087146 201087454 -1
2 216045895 216046101 +1
2 53985859 53986153 +1
2 69579298 69579596 +1
2 70081976 70082236 -1
2 86024855 86025147 +1
20 36914345 36914659 -1
20 5142164 5142456 +1
3 129738818 129739116 -1
3 136732615 136732907 -1
3 197845147 197845434 +1
4 39939975 39940248 +1
4 87084256 87084549 +1
5 139570344 139570507 -1
6 28274479 28274748 +1
6 35683178 35683457 -1
6 36458061 36458255 -1
7 102385459 102385773 +1
7 35684958 35685265 +1
7 39751108 39751413 -1
7 44576866 44577163 -1
7 45041994 45042275 +1
7 4704168 4704478 +1
7 56048911 56049223 -1
8 30665995 30666237 +1
8 31071489 31071781 -1
9 100313566 100313862 +1
9 111480287 111480597 -1
9 120628971 120629279 -1
9 126824034 126824324 -1
9 34447867 34448170 -1
9 4715391 4715696 -1
 "X" 111738544 111738836 -1
 "X" 139866800 139867106 +1
 "X" 48042901 48043011 +1
1 10109656 10109915 -1
1 113009482 113009762 -1
1 150930977 150931281 +1
1 173409984 173410238 +1
1 173976154 173976467 +1
1 1852529 1852700 +1
1 212350377 212350678 +1
1 226298198 226298502 -1
1 232959928 232960238 +1
1 26865695 26865998 +1
1 28744682 28744964 -1
1 32114852 32115138 -1
1 35956629 35956948 -1
1 40170245 40170547 -1
1 40377003 40377318 +1
1 7968518 7968816 -1
1 84558618 84558914 +1
10 1029396 1029683 -1
10 103178561 103178849 +1
10 103372922 103373211 +1
10 12007891 12008149 -1
10 12019721 12020022 -1
10 14575197 14575502 -1
10 18668770 18669068 -1
10 70820492 70820785 +1
11 46785674 46785949 +1
11 62764512 62764821 +1
12 104294674 104294770 -1
12 111722079 111722363 -1
12 112362706 112363001 -1
12 121332137 121332262 -1
12 123225161 123225473 +1
12 42352412 42352732 -1
12 50605300 50605577 +1
12 53296404 53296712 -1
12 53611188 53611476 +1
12 55782576 55782815 -1
12 66165419 66165578 -1
13 19983147 19983445 -1
13 49913139 49913449 +1
13 79394632 79394933 -1
14 103433068 103433386 -1
14 103839345 103839643 +1
14 67266337 67266624 -1
14 71502278 71502545 -1
15 41389488 41389780 +1
15 58991013 58991313 +1
15 70758888 70759117 -1
15 72212194 72212501 +1
15 72478872 72479111 -1
15 74030366 74030680 +1
15 78903410 78903716 -1
16 11769780 11770086 -1
16 18818818 18819116 -1
16 22285858 22285993 -1
16 31195901 31196129 +1
16 5086670 5086979 -1
16 75082568 75082853 -1
16 78632980 78633289 +1
16 89385188 89385427 -1
17 1452504 1452814 +1
17 18182583 18182870 -1
17 2140071 2140356 -1
17 2497305 2497606 -1
17 30776573 30776872 -1
17 35026703 35026994 -1
17 51190436 51190751 +1
17 59693084 59693360 +1
17 60493633 60493936 -1
17 63562817 63563124 -1
17 64649559 64649853 +1
17 67929833 67930141 +1
17 75690530 75690618 -1
17 77412455 77412738 +1
17 80572520 80572748 +1
18 12710817 12711122 +1
18 21581451 21581639 +1
18 47139176 47139492 +1
19 13174849 13175166 -1
19 17137748 17137903 -1
19 20647901 20648194 +1
19 2327998 2328297 +1
19 36459819 36460105 -1
19 36614644 36614859 +1
19 38814016 38814305 +1
19 41278052 41278360 -1
19 50802501 50802785 +1
19 51361697 51362001 -1
19 55268661 55268970 -1
2 190468453 190468758 -1
2 200928962 200929250 -1
2 202288203 202288503 +1
2 26043144 26043443 +1
2 32066691 32067004 +1
2 65303727 65304042 +1
2 86150920 86151216 -1
20 47214503 47214794 -1
20 49841581 49841892 -1
20 58317103 58317396 -1
22 31331841 31332104 +1
22 40278277 40278574 +1
22 41421427 41421687 -1
22 42605859 42606153 +1
3 128063341 128063633 -1
3 129797459 129797763 +1
3 152292774 152293066 -1
3 155801738 155802050 -1
3 197764849 197765152 -1
3 49384508 49384758 -1
3 57761282 57761594 -1
3 58341280 58341581 +1
4 109449933 109450212 +1
4 152788397 152788699 +1
4 184427373 184427662 +1
4 39764424 39764726 -1
5 112875354 112875646 -1
5 134907921 134908221 -1
5 139346818 139347108 -1
5 140210506 140210811 -1
5 176481677 176481817 -1
6 26131848 26132157 +1
6 42446721 42447028 +1
6 83869546 83869836 +1
7 101931575 101931843 -1
7 105031074 105031355 +1
7 105250048 105250339 +1
7 105346473 105346765 +1
7 105812719 105813057 +1
7 131055243 131055532 +1
7 157379805 157380109 -1
7 2308780 2309086 -1
7 32493542 32493840 -1
7 33031842 33032141 +1
7 75047658 75047944 -1
7 90963680 90964013 -1
8 123432664 123432979 -1
8 125117530 125117740 -1
8 130063163 130063367 -1
8 38264987 38265284 +1
8 48021304 48021605 -1
8 66674002 66674295 -1
8 97669157 97669446 -1
8 98738195 98738502 +1
9 112294230 112294539 +1
9 112420056 112420315 +1
9 123249107 123249391 +1
9 125630152 125630431 -1
9 125819246 125819543 +1
9 126812975 126813279 -1
9 136041999 136042287 -1
9 137660059 137660342 +1
 "X" 119796484 119796792 -1
 "X" 123982366 123982686 -1
 "X" 24185459 24185749 -1
 "X" 30841147 30841430 +1
1 11078000 11078260 +1
1 145776557 145776846 +1
1 150518378 150518686 -1
1 150741956 150742273 +1
1 151419984 151420196 +1
1 155554571 155554685 -1
1 156190415 156190720 -1
1 15691063 15691371 -1
1 174015918 174016209 +1
1 178848659 178848929 -1
1 179211235 179211539 +1
1 28062718 28063025 +1
1 40703207 40703497 +1
1 52618560 52618871 -1
1 52690827 52691102 +1
1 61721986 61722277 +1
10 100208112 100208405 -1
10 119106342 119106637 -1
10 20008272 20008573 +1
10 32278088 32278341 -1
10 51693005 51693306 +1
10 69130992 69131279 -1
11 118444565 118444874 -1
11 66661747 66662041 +1
11 73732812 73733110 -1
12 111586685 111586819 -1
12 79843293 79843611 +1
12 95252682 95252982 +1
12 96292324 96292623 +1
13 19745059 19745319 +1
13 21497427 21497730 +1
13 50939370 50939551 +1
14 101920767 101920913 -1
14 102021646 102021939 -1
14 102611832 102612105 -1
14 102621041 102621260 -1
14 102846526 102846831 +1
14 103400616 103400918 +1
14 92091706 92091995 -1
15 43436464 43436780 -1
15 64155264 64155389 +1
15 75382800 75383122 +1
15 82984536 82984845 +1
16 23884536 23884840 -1
16 23967644 23967954 -1
16 53158624 53158936 -1
16 67553703 67554009 -1
16 67573277 67573451 +1
16 69427525 69427715 -1
17 1545945 1546228 -1
17 2655391 2655655 +1
17 29541097 29541409 -1
17 41694549 41694844 +1
17 49753533 49753811 +1
17 59844107 59844372 -1
17 82482793 82483010 -1
18 36017024 36017304 +1
19 10162303 10162569 -1
19 1602468 1602751 -1
19 21300672 21300959 -1
19 37910609 37910895 -1
19 9325162 9325463 +1
2 101759863 101760140 -1
2 200971201 200971494 -1
2 203277548 203277813 -1
2 224581114 224581409 +1
2 238094920 238095225 +1
2 37154565 37154859 -1
20 32375698 32375982 -1
20 35028206 35028322 -1
20 35874489 35874655 -1
20 36505492 36505807 +1
20 41110003 41110299 +1
22 40889009 40889323 -1
22 40957830 40958120 -1
22 41282325 41282621 -1
22 41542084 41542383 -1
3 11322816 11323104 +1
3 129805650 129805958 +1
3 136671002 136671298 +1
3 158655168 158655503 +1
3 158675992 158676275 +1
3 32771045 32771287 +1
3 49737408 49737695 +1
4 70905238 70905541 -1
5 131568327 131568619 -1
5 160048176 160048454 -1
5 173081640 173081922 +1
5 177171040 177171323 +1
5 179741884 179742172 -1
5 79498118 79498404 +1
6 37847293 37847568 +1
7 105314390 105314683 -1
7 11000334 11000638 -1
7 129165627 129165934 +1
7 158792243 158792543 +1
7 5330231 5330538 -1
7 5742980 5743275 +1
7 99136668 99136969 +1
8 43144036 43144343 +1
8 48069652 48069927 +1
8 98144279 98144563 -1
9 120484440 120484745 +1
9 123879250 123879537 +1
9 36243951 36244263 -1
9 36634717 36634927 +1
9 6426742 6427046 -1
9 73154423 73154738 -1
 "X" 24164649 24164956 +1
 "X" 71375643 71375763 -1
5 14716220 14716491 +1
16 78640656 78640968 +1
2 131513691 131513987 +1
11 47059823 47060132 +1
19 40353159 40353443 +1
8 38239091 38239391 +1
10 16467530 16467822 +1
4 86940805 86941102 +1
7 77865901 77866204 +1
10 121892499 121892814 -1
14 58293242 58293536 -1
16 78797705 78797998 +1
19 2238022 2238320 -1
3 10150882 10151180 -1
3 129750917 129751235 +1
1 1681187 1681506 -1
1 37993120 37993408 -1
11 9830998 9831298 -1
16 27578582 27578877 -1
18 36019757 36020045 +1
7 73538531 73538843 +1
8 23568982 23569280 +1
 "X" 19743126 19743458 +1
 "X" 24186331 24186648 +1
12 12269417 12269724 -1
14 35021347 35021644 +1
15 57105422 57105711 -1
16 68198037 68198327 +1
19 10666774 10667002 +1
2 131113087 131113350 -1
2 65100863 65101170 +1
2 96214321 96214609 -1
20 6017935 6018237 +1
6 17658117 17658397 +1
8 124577253 124577536 -1
8 126603024 126603318 -1
1 44763754 44764051 +1
11 46467549 46467820 -1
11 8655500 8655809 +1
12 123751372 123751661 +1
12 79929483 79929781 +1
14 105415620 105415921 +1
16 24192960 24193160 -1
16 88591295 88591589 +1
17 2108335 2108653 +1
17 67741070 67741367 -1
19 19191581 19191865 -1
2 131087963 131088259 +1
22 40551356 40551667 -1
3 194620743 194621042 +1
3 195520395 195520616 +1
5 179829815 179830108 +1
7 43707970 43708212 +1
8 127839264 127839581 +1
1 112993275 112993570 +1
1 151208351 151208658 -1
1 155397214 155397522 +1
1 15821705 15822007 -1
1 246470210 246470521 +1
1 37686787 37687059 +1
1 39043841 39044105 +1
10 101909124 101909430 +1
10 125045517 125045789 -1
11 33267502 33267795 -1
13 113492010 113492253 -1
14 100265097 100265414 +1
14 34628478 34628652 +1
14 35027022 35027329 -1
14 71371381 71371555 -1
14 73435726 73436024 +1
15 64715534 64715801 +1
16 1360342 1360638 +1
16 67078266 67078566 +1
17 15993948 15994252 -1
17 30810814 30811117 +1
19 40770519 40770823 +1
19 48327798 48328105 -1
20 48811181 48811314 -1
22 42588616 42588906 -1
3 12519463 12519765 +1
3 17710282 17710564 +1
3 49740842 49741143 -1
4 140651186 140651475 +1
4 2476387 2476690 -1
5 119311010 119311323 -1
6 107110561 107110854 -1
6 43616908 43617192 +1
7 43682833 43683157 -1
8 70197892 70198099 -1
8 9091238 9091520 +1
 "X" 23850544 23850855 +1
1 112945712 112946009 +1
1 155682805 155683108 +1
1 15841885 15842185 +1
1 15878726 15879034 +1
1 161147792 161148098 -1
1 244421696 244421994 +1
1 24663645 24663878 +1
1 35117658 35117955 +1
1 36063804 36064045 -1
10 68380266 68380390 +1
10 69207322 69207615 -1
10 73153454 73153754 +1
10 86839676 86839961 -1
11 108482471 108482775 +1
11 125640566 125640928 -1
11 47516978 47517275 +1
11 65768013 65768337 -1
11 67237665 67237932 +1
12 50561625 50561908 -1
12 53384704 53385002 +1
12 96390820 96391107 +1
13 32597032 32597342 -1
13 45345209 45345470 +1
14 20453747 20454046 +1
14 35132502 35132800 +1
14 54525814 54526116 +1
14 91134436 91134737 -1
15 41422023 41422270 -1
16 2942201 2942447 -1
16 31122598 31122891 +1
16 74971426 74971732 -1
17 39474317 39474614 -1
17 44495059 44495355 +1
17 51032653 51032957 +1
19 18108353 18108667 -1
19 7398063 7398370 -1
2 183189456 183189763 +1
2 201246916 201247218 +1
2 25523357 25523661 +1
2 27678720 27679017 -1
2 61528994 61529177 +1
2 62012327 62012617 -1
2 69503513 69503817 -1
20 34411185 34411453 -1
20 48701934 48702232 +1
22 17765925 17766223 -1
22 17957438 17957737 +1
22 31706428 31706721 -1
22 37857887 37858190 +1
22 39422978 39423289 -1
22 49940258 49940570 -1
3 12597999 12598310 -1
3 47132316 47132500 +1
4 39730489 39730775 +1
5 119128783 119129068 +1
5 131273784 131274069 -1
5 139349232 139349546 -1
5 75346028 75346313 -1
6 15311295 15311600 +1
6 26127720 26128012 +1
7 75059267 75059571 -1
7 77582217 77582293 -1
8 127958228 127958538 -1
8 99060326 99060625 +1
9 105711564 105711849 +1
9 32433240 32433536 -1
 "X" 77883548 77883838 -1
1 151086670 151086842 -1
1 153889895 153890200 +1
1 155432738 155432957 -1
1 1852238 1852529 -1
1 245954389 245954684 +1
1 28980794 28981072 -1
1 28989974 28990249 +1
1 32132298 32132576 -1
1 32137177 32137471 -1
1 47339047 47339309 -1
1 77950170 77950457 -1
10 101603773 101604053 -1
10 63472322 63472631 -1
10 68932271 68932559 -1
10 92160896 92161143 -1
11 119123706 119123983 -1
11 120367689 120368005 +1
11 129994643 129994952 -1
11 3794311 3794621 -1
11 47054335 47054598 -1
11 47420962 47421275 +1
12 122759432 122759714 +1
12 125009819 125010122 +1
12 132758128 132758406 +1
12 1457738 1457920 +1
12 31990439 31990738 -1
12 42233517 42233807 -1
12 48948530 48948833 +1
12 56678834 56679122 +1
12 66121602 66121903 +1
12 95481150 95481426 +1
14 102031229 102031528 -1
14 22908397 22908685 -1
14 54989663 54989962 -1
14 74788117 74788419 -1
15 64713378 64713690 +1
16 4607180 4607479 +1
16 70054553 70054838 -1
17 2662424 2662704 -1
17 28825150 28825455 +1
17 45153848 45154133 -1
17 50706125 50706387 -1
17 75397856 75398122 -1
17 76772139 76772432 +1
17 82467475 82467803 -1
19 17468194 17468489 -1
19 20027477 20027789 +1
2 101711329 101711554 -1
2 23970009 23970311 +1
2 28855686 28855970 +1
2 32132107 32132415 +1
2 53790108 53790397 -1
2 96261978 96262281 +1
2 96618204 96618489 -1
20 35349715 35349992 +1
20 35789133 35789449 +1
20 37218146 37218425 +1
20 63903803 63904043 +1
22 30959961 30960266 -1
22 36518208 36518519 +1
3 136164881 136165169 -1
3 136395340 136395642 +1
3 49064734 49065037 +1
5 132921799 132922072 -1
5 139287336 139287630 +1
5 179547552 179547851 -1
6 13790464 13790752 -1
6 159690001 159690306 +1
7 100074270 100074569 -1
7 117053850 117054134 -1
7 128745337 128745613 +1
7 130932307 130932608 +1
7 130957742 130958050 -1
7 133454816 133455091 +1
7 4726943 4727251 -1
7 5003057 5003339 +1
7 65746579 65746876 -1
7 74704592 74704884 +1
7 75043581 75043822 +1
9 130807255 130807539 -1
9 131424971 131425285 -1
9 33889693 33889978 -1
9 34228580 34228880 -1
9 4688006 4688297 -1
 "X" 101392840 101393146 +1
 "X" 16721241 16721455 -1
14 74086370 74086682 +1
3 101706073 101706368 -1
11 119001941 119002252 +1
14 35023501 35023779 +1
14 35718533 35718822 +1
17 62590149 62590453 +1
14 103390711 103391010 -1
15 44600872 44601168 +1
16 23943242 23943528 +1
16 78856361 78856658 +1
17 35078300 35078601 -1
4 112154751 112155031 +1
4 55370595 55370891 +1
1 10079177 10079459 -1
1 112979004 112979306 -1
12 112975891 112976171 +1
12 64636120 64636413 -1
15 75539670 75539979 -1
19 46596483 46596794 -1
19 49926855 49927160 -1
22 29616935 29617224 -1
22 40165186 40165475 -1
3 49423843 49424150 -1
1 155508359 155508656 +1
1 88802328 88802625 -1
10 13342739 13343034 -1
10 21539492 21539787 +1
11 65774412 65774708 -1
12 939169 939449 -1
16 67476753 67477048 +1
16 67804399 67804685 -1
16 87734063 87734356 +1
22 41476866 41477063 +1
3 185596337 185596635 +1
4 39628720 39629032 -1
5 140687246 140687553 +1
6 110841786 110842101 -1
7 152289780 152290041 +1
 "X" 71559999 71560301 +1
1 31289867 31290158 -1
1 36280917 36281205 -1
1 46586805 46587109 -1
1 50592665 50592960 +1
10 101004325 101004618 +1
10 101815990 101816293 +1
10 12641339 12641649 +1
11 61852249 61852560 -1
11 65100525 65100845 -1
12 57338021 57338326 +1
12 57413847 57414148 -1
15 44515972 44516267 -1
15 72744776 72745091 +1
15 75449779 75450079 -1
15 85387054 85387350 +1
16 28481103 28481400 -1
16 67500914 67501221 -1
16 67689041 67689336 -1
16 84747554 84747867 -1
17 75134713 75134895 -1
17 8472372 8472676 +1
18 12347554 12347847 -1
19 10807068 10807239 -1
2 232220426 232220729 +1
2 85024194 85024495 +1
3 177099960 177100253 +1
3 195338948 195339254 +1
3 33618362 33618676 +1
3 47066352 47066647 -1
4 1860698 1860971 -1
7 98190299 98190602 +1
8 125330166 125330475 -1
9 128682065 128682347 -1
1 10457147 10457365 -1
1 110362332 110362633 +1
1 114744300 114744597 +1
1 155472009 155472308 +1
1 155734217 155734475 -1
1 32116376 32116662 +1
1 67408961 67409054 -1
10 67894705 67894994 -1
10 92489270 92489542 +1
11 47287044 47287347 +1
11 62730068 62730374 -1
12 53569670 53569976 -1
14 45131349 45131653 +1
14 71421310 71421624 +1
15 84650846 84651124 +1
16 74976430 74976740 -1
16 78853217 78853429 -1
16 79072001 79072277 +1
16 89581647 89581944 -1
17 16018496 16018806 -1
17 28837983 28838296 +1
17 29402892 29403185 +1
17 59201689 59201989 +1
19 12177825 12178127 +1
19 19680646 19680938 +1
19 36584484 36584788 +1
19 45860647 45860850 -1
19 8377190 8377483 -1
2 138584548 138584775 +1
2 197483917 197484228 +1
20 35783418 35783699 -1
22 20865072 20865369 +1
3 180916394 180916706 -1
4 1894415 1894700 +1
4 56454875 56455161 +1
4 67648187 67648494 +1
4 753187 753344 -1
5 32393345 32393641 -1
5 80154166 80154478 -1
6 142810480 142810791 +1
6 73504139 73504432 -1
7 105322132 105322409 +1
7 131263575 131263869 -1
7 6131219 6131500 +1
8 42508399 42508690 -1
9 33956317 33956627 -1
1 145027003 145027312 -1
1 145967180 145967472 -1
1 155920552 155920802 -1
1 171499508 171499818 +1
1 225490331 225490576 +1
1 26763490 26763761 +1
1 27530798 27531098 +1
1 29082116 29082423 -1
1 37994561 37994856 -1
1 54718423 54718544 -1
1 65003936 65004240 -1
10 124930752 124931038 +1
10 31934661 31934943 -1
10 87048313 87048607 -1
11 70307654 70307942 +1
11 9239630 9239761 -1
12 110297606 110297897 -1
12 120165779 120166087 -1
12 42364639 42364931 +1
12 49432191 49432475 +1
12 50430660 50430961 -1
12 6984576 6984881 -1
12 922818 923157 -1
13 19744555 19744862 -1
14 20324831 20325112 -1
14 21252310 21252612 -1
14 31015376 31015668 -1
15 40546708 40547002 -1
15 41433338 41433620 -1
15 42509786 42510084 +1
15 50740622 50740907 -1
16 19648585 19648896 +1
16 215338 215653 +1
16 74679525 74679827 +1
17 2206598 2206890 +1
17 29457402 29457705 -1
17 44451161 44451392 -1
17 45047288 45047500 -1
17 50271337 50271653 -1
17 62005327 62005605 +1
17 64181522 64181814 -1
17 66378617 66378915 +1
18 57775031 57775338 +1
19 12031367 12031652 +1
19 13114385 13114691 +1
19 20564458 20564676 +1
19 2141436 2141739 -1
19 2169876 2170165 +1
19 41368124 41368414 +1
19 47168602 47168901 -1
19 57860284 57860567 -1
2 101279990 101280176 +1
2 121432131 121432418 -1
2 148647303 148647606 -1
2 170952689 170952975 -1
2 197492729 197493018 +1
2 202782063 202782368 +1
2 203303433 203303725 +1
2 27353753 27354022 -1
20 34671638 34671936 +1
20 35728795 35729076 +1
20 62932047 62932169 -1
21 28977729 28977940 +1
22 23658408 23658719 -1
22 24572952 24573216 +1
22 30964075 30964387 +1
22 31637207 31637372 +1
22 38504927 38505208 -1
22 43140360 43140644 -1
22 46183459 46183765 +1
3 113084123 113084422 +1
3 142127918 142128222 +1
3 172789212 172789503 -1
3 23856026 23856314 -1
3 47197592 47197869 +1
3 47489787 47490084 -1
4 139536433 139536719 +1
4 2556210 2556502 -1
4 39717224 39717528 -1
4 39763746 39764031 -1
4 39954794 39955071 +1
4 55421289 55421573 -1
4 75793208 75793444 -1
5 32118763 32119053 -1
6 135204825 135205077 +1
6 15566701 15566990 -1
6 17661032 17661326 +1
6 34628833 34629124 +1
7 129884919 129885084 +1
7 131552790 131553086 -1
7 152096831 152097125 -1
7 2839388 2839683 -1
7 43922065 43922351 -1
7 5322316 5322587 -1
7 65000522 65000809 +1
7 74671699 74671994 +1
7 75882331 75882621 -1
8 122827830 122828135 +1
8 17931293 17931543 -1
8 30618016 30618269 +1
8 66717718 66718000 -1
9 111920355 111920663 -1
9 128298029 128298296 +1
9 128646203 128646506 -1
9 133899408 133899709 -1
9 33009513 33009815 +1
9 34003715 34004019 -1
 "X" 104178858 104179116 +1
 "X" 119624716 119625012 -1
 "X" 54564723 54565034 -1
 "X" 7015566 7015872 -1
1 145741829 145742121 +1
1 155673552 155673852 -1
1 1559599 1559726 -1
1 15810520 15810816 +1
1 15907199 15907489 +1
1 16343828 16343951 +1
1 16344323 16344631 -1
1 176042288 176042581 +1
1 179359194 179359495 -1
1 182800153 182800460 +1
1 202899032 202899320 +1
1 224238027 224238332 -1
1 23298355 23298648 +1
1 28996852 28997180 +1
1 32136174 32136460 -1
1 40045544 40045852 -1
1 42704812 42705025 +1
1 53836513 53836769 -1
1 6523298 6523603 +1
10 100953657 100953951 -1
10 101370119 101370413 -1
10 121892996 121893298 +1
10 26847950 26848228 +1
10 63314281 63314549 +1
10 73363557 73363670 -1
11 45864611 45864882 +1
11 47060253 47060527 -1
11 68605057 68605332 +1
11 70288069 70288369 -1
11 72798998 72799299 -1
11 76473296 76473607 -1
11 77634803 77635102 -1
12 112459457 112459767 -1
12 113177955 113178266 +1
12 123716508 123716803 +1
12 50562453 50562751 +1
12 51138140 51138456 -1
12 57407761 57407932 -1
13 32515167 32515443 +1
13 50010040 50010353 -1
14 102143894 102144191 +1
14 102149691 102149990 -1
14 34573292 34573588 +1
14 34612763 34613059 +1
14 58316911 58317208 +1
14 59302644 59302953 -1
14 74007239 74007534 +1
15 40612502 40612816 -1
15 40803970 40804269 -1
15 43830764 43831081 +1
15 64389708 64390001 -1
15 90587630 90587912 -1
16 19667451 19667763 +1
16 28955294 28955393 +1
16 30962662 30962907 +1
16 68100294 68100603 +1
16 69581986 69582293 +1
16 70261671 70261968 -1
17 16012920 16013207 +1
17 29272237 29272539 -1
17 41986079 41986363 +1
17 64639294 64639591 +1
19 10620200 10620480 +1
19 11065971 11066271 +1
19 15333384 15333530 +1
19 36356152 36356447 +1
19 41347547 41347851 +1
19 41416638 41416936 +1
19 47101059 47101331 +1
19 49563493 49563794 -1
19 49843669 49843835 -1
19 8537429 8537732 -1
2 61466143 61466432 +1
2 70173264 70173580 -1
20 18601217 18601520 +1
20 36588355 36588527 -1
20 36901453 36901750 +1
20 63909532 63909704 +1
22 40268093 40268385 -1
22 41099061 41099332 -1
22 42047385 42047591 +1
3 101707244 101707394 +1
3 177181220 177181497 +1
3 183842873 183843182 -1
3 184197278 184197539 -1
3 50016824 50017124 -1
4 128927304 128927593 +1
4 17603026 17603313 +1
4 2718446 2718731 +1
4 38650024 38650328 -1
4 77753388 77753697 +1
5 131782266 131782591 +1
5 132940744 132941054 +1
5 133017369 133017668 -1
5 180511619 180511796 +1
5 65540808 65541122 -1
5 82227371 82227675 -1
5 90466856 90467151 +1
6 111514684 111514974 -1
6 151416420 151416697 -1
6 37826471 37826767 +1
7 100151378 100151683 -1
7 100877530 100877799 -1
7 105169824 105170114 -1
7 129925067 129925357 +1
7 39970466 39970760 -1
7 75382843 75383152 -1
7 98235552 98235851 +1
8 102854319 102854608 +1
8 30178652 30178956 -1
8 97661660 97661941 +1
9 100264944 100265242 -1
9 128164669 128164968 +1
9 128660411 128660694 -1
9 88434775 88435066 +1
11 83074508 83074805 +1
17 43207368 43207659 -1
8 140617264 140617552 -1
20 13466464 13466744 +1
10 21604326 21604594 +1
17 32164583 32164874 +1
19 12950402 12950699 -1
19 39490377 39490688 -1
1 39545087 39545400 -1
12 15914098 15914412 +1
14 20450830 20451138 +1
5 138002250 138002552 +1
7 30109661 30109907 -1
 "X" 77849069 77849379 -1
1 20756708 20757007 -1
1 43720962 43721274 +1
15 57206837 57207121 +1
16 74453877 74454172 -1
2 72678424 72678726 +1
22 21600029 21600343 +1
22 40302352 40302651 +1
5 59107199 59107507 -1
6 99421892 99422165 -1
10 12358264 12358554 +1
10 32012191 32012447 +1
11 107938975 107939263 +1
12 121506000 121506296 -1
19 8547015 8547324 +1
2 177244724 177245026 +1
2 218564920 218565222 -1
20 35315614 35315898 +1
3 49784001 49784296 -1
5 140405624 140405932 -1
6 10814386 10814677 +1
7 76044156 76044449 -1
7 77715350 77715606 -1
8 144404774 144405074 +1
1 173945714 173945990 -1
1 32322274 32322568 -1
1 65000000 65000242 -1
1 77970772 77971060 +1
10 19823398 19823683 +1
10 68521256 68521544 +1
11 66657747 66658009 -1
12 113283668 113283973 -1
12 121340537 121340859 -1
12 2852722 2853025 +1
12 49611090 49611402 +1
12 56306525 56306816 -1
12 76396817 76397114 -1
14 71576803 71577099 +1
15 33960997 33961308 -1
19 36119605 36119909 +1
19 57818179 57818475 -1
2 144328976 144329263 +1
2 28848760 28849055 +1
2 31976296 31976594 +1
20 63911676 63911976 -1
22 41344797 41345113 -1
3 100369498 100369800 -1
3 136712015 136712315 -1
3 160543346 160543632 -1
5 134771948 134772235 +1
5 43152001 43152302 -1
6 10572441 10572761 +1
7 105324324 105324476 -1
7 131340275 131340577 -1
7 99345462 99345671 +1
8 28798499 28798798 -1
8 31136032 31136291 -1
8 66603488 66603804 -1
8 73872889 73873207 -1
9 130705240 130705539 +1
 "X" 136913070 136913379 +1
1 10610471 10610784 -1
1 151120753 151121057 -1
1 174001443 174001730 -1
1 198845903 198846179 -1
1 21109790 21110087 -1
1 225787252 225787546 +1
1 226008385 226008696 -1
1 51803194 51803492 +1
1 52076889 52077170 +1
10 35312749 35312914 -1
10 87940161 87940423 +1
11 113851514 113851801 +1
11 117064869 117065151 +1
11 123075378 123075680 -1
11 46627098 46627396 +1
11 46812621 46812949 -1
11 47640398 47640716 -1
11 47839097 47839390 -1
11 57685368 57685674 +1
11 67198798 67199078 -1
12 380433 380732 +1
12 56148006 56148307 +1
13 30545687 30546001 -1
14 102894746 102895001 -1
14 103436807 103437105 +1
14 74014797 74015099 +1
14 74109202 74109478 +1
14 99250031 99250333 -1
15 51978838 51979128 +1
15 64627651 64627959 -1
15 75429137 75429445 +1
17 62042867 62043184 +1
19 8219831 8219999 +1
2 197393901 197394200 +1
